Id,Name,Price,StockAvailable
4836,Product_4836,702.61,536
4837,Product_4837,218.34,227
4838,Product_4838,855.32,975
4839,Product_4839,387.1,185
4840,Product_4840,557.05,588
4841,Product_4841,770.79,914
4842,Product_4842,583.43,139
4843,Product_4843,188.67,573
4844,Product_4844,908.65,331
4845,Product_4845,137.76,315
4846,Product_4846,125.13,61
4847,Product_4847,99.87,181
4848,Product_4848,752.38,439
4849,Product_4849,46.68,260
4850,Product_4850,197.11,780
4851,Product_4851,656.2,357
4852,Product_4852,381.81,92
4853,Product_4853,473.86,614
4854,Product_4854,510.78,783
4855,Product_4855,145.64,199
4856,Product_4856,513.87,345
4857,Product_4857,952.91,603
4858,Product_4858,815.98,944
4859,Product_4859,205.23,974
4860,Product_4860,807.86,435
4861,Product_4861,660.41,776
4862,Product_4862,27.39,199
4863,Product_4863,627.75,409
4864,Product_4864,689.64,684
4865,Product_4865,638.52,559
4866,Product_4866,362.23,195
4867,Product_4867,765.17,509
4868,Product_4868,154.23,394
4869,Product_4869,478.95,651
4870,Product_4870,208.71,221
4871,Product_4871,416.52,862
4872,Product_4872,72.41,640
4873,Product_4873,621.61,419
4874,Product_4874,621.4,102
4875,Product_4875,297.69,692
4876,Product_4876,100.63,764
4877,Product_4877,114.05,704
4878,Product_4878,621.06,637
4879,Product_4879,441.46,326
4880,Product_4880,304.98,997
4881,Product_4881,641.92,953
4882,Product_4882,229.24,806
4883,Product_4883,291.05,302
4884,Product_4884,105.01,940
4885,Product_4885,518.85,579
4886,Product_4886,661.43,152
4887,Product_4887,716.38,289
4888,Product_4888,988.95,600
4889,Product_4889,32.61,388
4890,Product_4890,58.62,131
4891,Product_4891,703.67,691
4892,Product_4892,43.71,220
4893,Product_4893,175.43,865
4894,Product_4894,488.79,632
4895,Product_4895,725.3,373
4896,Product_4896,42.52,131
4897,Product_4897,856.67,194
4898,Product_4898,46.71,149
4899,Product_4899,687.09,235
4900,Product_4900,686.49,133
4901,Product_4901,533.49,475
4902,Product_4902,58.06,850
4903,Product_4903,930.24,186
4904,Product_4904,156.26,918
4905,Product_4905,233.55,233
4906,Product_4906,369.41,482
4907,Product_4907,576.75,851
4908,Product_4908,847.75,883
4909,Product_4909,958.4,241
4910,Product_4910,911.94,630
4911,Product_4911,843.03,667
4912,Product_4912,477.86,23
4913,Product_4913,899.22,961
4914,Product_4914,39.17,362
4915,Product_4915,907.39,267
4916,Product_4916,536.52,668
4917,Product_4917,795.75,762
4918,Product_4918,217.65,203
4919,Product_4919,787.8,850
4920,Product_4920,897.29,846
4921,Product_4921,981.39,851
4922,Product_4922,162.12,179
4923,Product_4923,878.51,536
4924,Product_4924,884.43,645
4925,Product_4925,101.08,10
4926,Product_4926,319.88,403
4927,Product_4927,685.54,268
4928,Product_4928,353.73,935
4929,Product_4929,703.91,175
4930,Product_4930,487.38,491
4931,Product_4931,967.6,547
4932,Product_4932,940.5,884
4933,Product_4933,264.03,58
4934,Product_4934,342,330
4935,Product_4935,586.76,207
4936,Product_4936,160.38,566
4937,Product_4937,292.76,731
4938,Product_4938,49.03,946
4939,Product_4939,227.45,498
4940,Product_4940,86.29,645
4941,Product_4941,457.49,118
4942,Product_4942,776.73,722
4943,Product_4943,910.17,161
4944,Product_4944,192.86,262
4945,Product_4945,60.52,103
4946,Product_4946,669.44,484
4947,Product_4947,295.33,994
4948,Product_4948,275.63,884
4949,Product_4949,791.05,889
4950,Product_4950,613.19,571
4951,Product_4951,697.44,769
4952,Product_4952,324.69,285
4953,Product_4953,717.87,511
4954,Product_4954,197.85,276
4955,Product_4955,778.37,127
4956,Product_4956,287.66,599
4957,Product_4957,649.08,310
4958,Product_4958,79.72,928
4959,Product_4959,898.02,860
4960,Product_4960,482.85,577
4961,Product_4961,442.27,202
4962,Product_4962,47.56,809
4963,Product_4963,179.7,280
4964,Product_4964,596.66,197
4965,Product_4965,988.62,948
4966,Product_4966,630.99,575
4967,Product_4967,967.74,402
4968,Product_4968,469,443
4969,Product_4969,476.36,108
4970,Product_4970,228.51,532
4971,Product_4971,715.51,714
4972,Product_4972,953.12,393
4973,Product_4973,908.83,997
4974,Product_4974,826.68,701
4975,Product_4975,525.16,822
4976,Product_4976,482.62,169
4977,Product_4977,399.92,931
4978,Product_4978,177.83,337
4979,Product_4979,123.14,469
4980,Product_4980,370.56,176
4981,Product_4981,947.31,635
4982,Product_4982,275.02,972
4983,Product_4983,293.71,28
4984,Product_4984,950.71,175
4985,Product_4985,418.24,164
4986,Product_4986,920.27,440
4987,Product_4987,353.69,637
4988,Product_4988,327.02,684
4989,Product_4989,128.5,774
4990,Product_4990,583.67,35
4991,Product_4991,428.62,669
4992,Product_4992,375.41,819
4993,Product_4993,876.23,943
4994,Product_4994,630.6,330
4995,Product_4995,736.62,406
4996,Product_4996,343.4,905
4997,Product_4997,784.1,310
4998,Product_4998,278.88,703
4999,Product_4999,243.25,791
5000,Product_5000,803.95,192
5001,Product_5001,852.62,84
5002,Product_5002,809.69,71
5003,Product_5003,246.31,759
5004,Product_5004,939.02,819
5005,Product_5005,772.94,751
5006,Product_5006,327.88,289
5007,Product_5007,412.28,129
5008,Product_5008,538.83,503
5009,Product_5009,584.4,493
5010,Product_5010,818.88,665
5011,Product_5011,862.41,710
5012,Product_5012,130.49,359
5013,Product_5013,721.59,647
5014,Product_5014,658.09,268
5015,Product_5015,849.6,403
5016,Product_5016,138.95,715
5017,Product_5017,570.35,954
5018,Product_5018,350.28,679
5019,Product_5019,607.23,485
5020,Product_5020,171.3,442
5021,Product_5021,61.21,853
5022,Product_5022,882.1,147
5023,Product_5023,570.01,1
5024,Product_5024,531.67,812
5025,Product_5025,103.69,723
5026,Product_5026,991.48,573
5027,Product_5027,368.46,58
5028,Product_5028,283.91,583
5029,Product_5029,877.18,613
5030,Product_5030,793.96,607
5031,Product_5031,849.97,285
5032,Product_5032,106.25,861
5033,Product_5033,908.93,653
5034,Product_5034,237.88,187
5035,Product_5035,108.18,61
5036,Product_5036,265.44,871
5037,Product_5037,36.04,309
5038,Product_5038,209.98,973
5039,Product_5039,699.66,13
5040,Product_5040,247.58,529
5041,Product_5041,951.52,358
5042,Product_5042,745.38,432
5043,Product_5043,917.82,715
5044,Product_5044,449.57,266
5045,Product_5045,354.59,283
5046,Product_5046,756.58,933
5047,Product_5047,625.38,722
5048,Product_5048,933.54,433
5049,Product_5049,414.43,10
5050,Product_5050,134.33,468
5051,Product_5051,86.38,195
5052,Product_5052,507.57,378
5053,Product_5053,361.5,555
5054,Product_5054,959.34,950
5055,Product_5055,694.99,216
5056,Product_5056,154.11,395
5057,Product_5057,877.79,332
5058,Product_5058,402.2,373
5059,Product_5059,319.55,355
5060,Product_5060,280.1,135
5061,Product_5061,639.33,189
5062,Product_5062,438.56,584
5063,Product_5063,879.89,662
5064,Product_5064,821.06,998
5065,Product_5065,84.07,177
5066,Product_5066,815.59,820
5067,Product_5067,323.72,74
5068,Product_5068,746.13,696
5069,Product_5069,519.29,482
5070,Product_5070,477.13,689
5071,Product_5071,649.93,167
5072,Product_5072,551.62,995
5073,Product_5073,411.3,931
5074,Product_5074,480.06,42
5075,Product_5075,766.86,247
5076,Product_5076,588.44,728
5077,Product_5077,816.92,754
5078,Product_5078,766.44,210
5079,Product_5079,95.2,461
5080,Product_5080,371.68,3
5081,Product_5081,897.79,817
5082,Product_5082,186.02,459
5083,Product_5083,207.31,435
5084,Product_5084,634.53,474
5085,Product_5085,23.38,99
5086,Product_5086,71.71,913
5087,Product_5087,967.11,841
5088,Product_5088,998.17,704
5089,Product_5089,957.94,73
5090,Product_5090,839.15,141
5091,Product_5091,618.94,682
5092,Product_5092,802.27,616
5093,Product_5093,16.29,250
5094,Product_5094,68.13,49
5095,Product_5095,774.94,954
5096,Product_5096,407.96,200
5097,Product_5097,408.81,618
5098,Product_5098,583.92,407
5099,Product_5099,577.65,82
5100,Product_5100,429.16,720
5101,Product_5101,435.54,225
5102,Product_5102,557.84,340
5103,Product_5103,762.7,163
5104,Product_5104,601.26,543
5105,Product_5105,269.54,985
5106,Product_5106,951.37,114
5107,Product_5107,718.35,33
5108,Product_5108,331.27,683
5109,Product_5109,385.47,510
5110,Product_5110,818.82,7
5111,Product_5111,620.02,731
5112,Product_5112,581.68,930
5113,Product_5113,430.53,805
5114,Product_5114,457.78,569
5115,Product_5115,152.61,416
5116,Product_5116,169.16,366
5117,Product_5117,178.27,156
5118,Product_5118,269.58,703
5119,Product_5119,384.76,957
5120,Product_5120,732.18,31
5121,Product_5121,997.98,233
5122,Product_5122,448.27,39
5123,Product_5123,165.85,540
5124,Product_5124,510.65,5
5125,Product_5125,297.25,921
5126,Product_5126,299.5,340
5127,Product_5127,75.1,407
5128,Product_5128,480.05,741
5129,Product_5129,928.07,196
5130,Product_5130,719.16,27
5131,Product_5131,293.79,952
5132,Product_5132,851.42,198
5133,Product_5133,920.94,324
5134,Product_5134,648.02,258
5135,Product_5135,165.44,740
5136,Product_5136,202.47,124
5137,Product_5137,535.37,520
5138,Product_5138,886.45,766
5139,Product_5139,782.06,782
5140,Product_5140,195.77,783
5141,Product_5141,49.78,663
5142,Product_5142,597.88,659
5143,Product_5143,358.06,789
5144,Product_5144,353.67,504
5145,Product_5145,133.71,197
5146,Product_5146,927.65,252
5147,Product_5147,298.46,253
5148,Product_5148,628.35,188
5149,Product_5149,427.71,239
5150,Product_5150,534.07,839
5151,Product_5151,868.91,91
5152,Product_5152,161.58,636
5153,Product_5153,833.1,153
5154,Product_5154,270.35,429
5155,Product_5155,361.75,300
5156,Product_5156,328.37,344
5157,Product_5157,134.65,116
5158,Product_5158,762.3,352
5159,Product_5159,252.66,503
5160,Product_5160,706.1,931
5161,Product_5161,80.45,895
5162,Product_5162,485.52,333
5163,Product_5163,356.46,914
5164,Product_5164,64.88,817
5165,Product_5165,263.87,970
5166,Product_5166,297.18,725
5167,Product_5167,512.3,651
5168,Product_5168,619.68,831
5169,Product_5169,355.48,97
5170,Product_5170,486.09,263
5171,Product_5171,992.06,925
5172,Product_5172,100.06,445
5173,Product_5173,165.2,554
5174,Product_5174,73.3,66
5175,Product_5175,179.56,195
5176,Product_5176,127.53,79
5177,Product_5177,390.97,368
5178,Product_5178,215.89,916
5179,Product_5179,764.81,505
5180,Product_5180,474.32,262
5181,Product_5181,158.79,135
5182,Product_5182,820.88,719
5183,Product_5183,90.78,387
5184,Product_5184,615.82,870
5185,Product_5185,942.44,440
5186,Product_5186,489.6,165
5187,Product_5187,829.93,321
5188,Product_5188,951.65,106
5189,Product_5189,128.31,587
5190,Product_5190,268.58,163
5191,Product_5191,803.88,325
5192,Product_5192,814.44,632
5193,Product_5193,475.86,272
5194,Product_5194,933.59,824
5195,Product_5195,689.99,488
5196,Product_5196,61.8,605
5197,Product_5197,782.39,634
5198,Product_5198,589.06,174
5199,Product_5199,194.1,481
5200,Product_5200,63.75,389
5201,Product_5201,526.27,766
5202,Product_5202,246.82,196
5203,Product_5203,540.2,932
5204,Product_5204,727.62,308
5205,Product_5205,585.14,378
5206,Product_5206,900.02,580
5207,Product_5207,894.86,750
5208,Product_5208,352.52,437
5209,Product_5209,212.9,914
5210,Product_5210,108.85,569
5211,Product_5211,880.41,651
5212,Product_5212,567.63,168
5213,Product_5213,417.8,713
5214,Product_5214,121.83,135
5215,Product_5215,182.36,861
5216,Product_5216,286.13,182
5217,Product_5217,658.57,773
5218,Product_5218,134.35,762
5219,Product_5219,313.13,97
5220,Product_5220,73.79,227
5221,Product_5221,986.07,395
5222,Product_5222,817.73,218
5223,Product_5223,172.83,497
5224,Product_5224,372.33,993
5225,Product_5225,812.12,488
5226,Product_5226,144.67,441
5227,Product_5227,674.5,815
5228,Product_5228,958.45,120
5229,Product_5229,838.29,548
5230,Product_5230,537.75,126
5231,Product_5231,703.1,536
5232,Product_5232,933.49,889
5233,Product_5233,253.54,189
5234,Product_5234,486.62,145
5235,Product_5235,52.16,84
5236,Product_5236,572.32,421
5237,Product_5237,437.01,583
5238,Product_5238,124.73,88
5239,Product_5239,769.02,45
5240,Product_5240,590.52,902
5241,Product_5241,348.07,241
5242,Product_5242,342.01,99
5243,Product_5243,638.21,449
5244,Product_5244,387.09,49
5245,Product_5245,475.02,416
5246,Product_5246,176.21,103
5247,Product_5247,57.33,283
5248,Product_5248,422.91,575
5249,Product_5249,320.69,904
5250,Product_5250,499.75,457
5251,Product_5251,198.77,39
5252,Product_5252,170.06,680
5253,Product_5253,908.26,50
5254,Product_5254,373.02,424
5255,Product_5255,169.13,885
5256,Product_5256,549.72,167
5257,Product_5257,880.14,876
5258,Product_5258,133.05,813
5259,Product_5259,660.86,946
5260,Product_5260,729.48,988
5261,Product_5261,979.54,502
5262,Product_5262,585.91,558
5263,Product_5263,44.13,542
5264,Product_5264,953.61,828
5265,Product_5265,460.24,448
5266,Product_5266,778.18,890
5267,Product_5267,795.78,632
5268,Product_5268,159,20
5269,Product_5269,843.12,972
5270,Product_5270,631.07,60
5271,Product_5271,60.56,263
5272,Product_5272,449.97,333
5273,Product_5273,733.36,941
5274,Product_5274,420.66,166
5275,Product_5275,773.06,374
5276,Product_5276,468.21,770
5277,Product_5277,474.14,687
5278,Product_5278,817.49,177
5279,Product_5279,448.92,580
5280,Product_5280,211.51,242
5281,Product_5281,904.8,505
5282,Product_5282,378.3,805
5283,Product_5283,828.09,945
5284,Product_5284,542.41,153
5285,Product_5285,545.18,446
5286,Product_5286,971.69,410
5287,Product_5287,354.67,67
5288,Product_5288,206.45,292
5289,Product_5289,169.54,904
5290,Product_5290,646.86,731
5291,Product_5291,34.26,873
5292,Product_5292,322.52,288
5293,Product_5293,112.74,288
5294,Product_5294,461.08,368
5295,Product_5295,554.62,666
5296,Product_5296,64.7,221
5297,Product_5297,811.96,933
5298,Product_5298,289.01,139
5299,Product_5299,366.58,784
5300,Product_5300,165.49,334
5301,Product_5301,41.84,757
5302,Product_5302,549.61,571
5303,Product_5303,583.66,756
5304,Product_5304,87.18,163
5305,Product_5305,772.92,255
5306,Product_5306,440.09,918
5307,Product_5307,844.56,318
5308,Product_5308,31.48,619
5309,Product_5309,318.58,880
5310,Product_5310,301.94,581
5311,Product_5311,703.78,915
5312,Product_5312,974.54,1000
5313,Product_5313,225.85,847
5314,Product_5314,598.47,128
5315,Product_5315,656.4,562
5316,Product_5316,563.85,656
5317,Product_5317,384.27,490
5318,Product_5318,770.26,402
5319,Product_5319,508.58,592
5320,Product_5320,414.91,240
5321,Product_5321,608.86,816
5322,Product_5322,647.84,812
5323,Product_5323,998,258
5324,Product_5324,380.2,579
5325,Product_5325,366.49,825
5326,Product_5326,386.33,371
5327,Product_5327,395.64,893
5328,Product_5328,470.94,742
5329,Product_5329,696.91,14
5330,Product_5330,476.78,979
5331,Product_5331,23.97,856
5332,Product_5332,102.35,86
5333,Product_5333,678.93,545
5334,Product_5334,561.46,672
5335,Product_5335,543.49,959
5336,Product_5336,979.52,166
5337,Product_5337,110.21,154
5338,Product_5338,873.63,38
5339,Product_5339,183.64,544
5340,Product_5340,722.28,646
5341,Product_5341,735.38,217
5342,Product_5342,41.03,858
5343,Product_5343,711.2,253
5344,Product_5344,784.93,148
5345,Product_5345,828.22,364
5346,Product_5346,727.13,981
5347,Product_5347,843.93,273
5348,Product_5348,888.41,850
5349,Product_5349,118.5,653
5350,Product_5350,63.06,550
5351,Product_5351,879.96,857
5352,Product_5352,988.95,3
5353,Product_5353,661.69,489
5354,Product_5354,957.15,222
5355,Product_5355,499.77,921
5356,Product_5356,18.76,288
5357,Product_5357,921.42,954
5358,Product_5358,698.35,779
5359,Product_5359,266.24,250
5360,Product_5360,862.2,415
5361,Product_5361,350.31,689
5362,Product_5362,486.82,79
5363,Product_5363,297.54,588
5364,Product_5364,795.42,801
5365,Product_5365,211.21,993
5366,Product_5366,476.07,774
5367,Product_5367,595.51,381
5368,Product_5368,645.42,963
5369,Product_5369,584.89,602
5370,Product_5370,910.47,255
5371,Product_5371,248.9,5
5372,Product_5372,611.61,350
5373,Product_5373,537.68,300
5374,Product_5374,260.69,64
5375,Product_5375,315.02,853
5376,Product_5376,996.18,573
5377,Product_5377,237.19,660
5378,Product_5378,271.82,538
5379,Product_5379,770.91,238
5380,Product_5380,968.58,303
5381,Product_5381,127.07,431
5382,Product_5382,387.4,713
5383,Product_5383,472.26,651
5384,Product_5384,429.07,647
5385,Product_5385,695.06,392
5386,Product_5386,648.79,911
5387,Product_5387,971.78,208
5388,Product_5388,762.04,415
5389,Product_5389,358.04,690
5390,Product_5390,447.34,983
5391,Product_5391,36.6,54
5392,Product_5392,593.8,841
5393,Product_5393,425.58,831
5394,Product_5394,681.49,455
5395,Product_5395,59.6,629
5396,Product_5396,368.78,754
5397,Product_5397,54.97,880
5398,Product_5398,907.08,49
5399,Product_5399,221.22,337
5400,Product_5400,230.79,728
5401,Product_5401,112.05,238
5402,Product_5402,67.29,123
5403,Product_5403,393.23,781
5404,Product_5404,947.7,323
5405,Product_5405,87.37,862
5406,Product_5406,618.09,752
5407,Product_5407,107.54,556
5408,Product_5408,941.53,164
5409,Product_5409,168.93,6
5410,Product_5410,909.85,533
5411,Product_5411,797.55,60
5412,Product_5412,906.31,799
5413,Product_5413,513.01,809
5414,Product_5414,60.92,634
5415,Product_5415,81.96,801
5416,Product_5416,98.56,652
5417,Product_5417,456.64,584
5418,Product_5418,331.44,156
5419,Product_5419,83.58,478
5420,Product_5420,680.08,979
5421,Product_5421,427.3,974
5422,Product_5422,227.44,734
5423,Product_5423,152.97,924
5424,Product_5424,126.68,198
5425,Product_5425,106.93,226
5426,Product_5426,631.68,192
5427,Product_5427,846.74,425
5428,Product_5428,798.18,44
5429,Product_5429,653.7,354
5430,Product_5430,848.41,620
5431,Product_5431,321.34,448
5432,Product_5432,75.74,874
5433,Product_5433,893.39,981
5434,Product_5434,969.42,420
5435,Product_5435,843.95,814
5436,Product_5436,816.82,837
5437,Product_5437,136.18,980
5438,Product_5438,575.01,428
5439,Product_5439,106.23,133
5440,Product_5440,168.81,846
5441,Product_5441,667.89,950
5442,Product_5442,924.32,839
5443,Product_5443,890.67,928
5444,Product_5444,565.23,391
5445,Product_5445,796.68,937
5446,Product_5446,213.35,311
5447,Product_5447,698.51,361
5448,Product_5448,963.06,328
5449,Product_5449,945.85,653
5450,Product_5450,590.2,547
5451,Product_5451,683.33,932
5452,Product_5452,757.89,231
5453,Product_5453,648.9,569
5454,Product_5454,838.77,624
5455,Product_5455,315.05,725
5456,Product_5456,449.76,856
5457,Product_5457,797.35,860
5458,Product_5458,781.64,362
5459,Product_5459,921.58,357
5460,Product_5460,670.01,312
5461,Product_5461,690.03,521
5462,Product_5462,501.2,300
5463,Product_5463,821.16,711
5464,Product_5464,42.46,504
5465,Product_5465,887.47,355
5466,Product_5466,281.83,705
5467,Product_5467,481.68,315
5468,Product_5468,47.77,1000
5469,Product_5469,918.21,860
5470,Product_5470,458.73,407
5471,Product_5471,644.15,517
5472,Product_5472,426.59,965
5473,Product_5473,354.92,773
5474,Product_5474,855.01,115
5475,Product_5475,805.39,675
5476,Product_5476,341.23,493
5477,Product_5477,592.06,147
5478,Product_5478,418.21,198
5479,Product_5479,363.02,21
5480,Product_5480,401.74,569
5481,Product_5481,418.66,771
5482,Product_5482,349.28,464
5483,Product_5483,833.9,202
5484,Product_5484,268.23,431
5485,Product_5485,583.53,680
5486,Product_5486,127.66,823
5487,Product_5487,652.49,11
5488,Product_5488,741.76,286
5489,Product_5489,563.17,848
5490,Product_5490,739.3,568
5491,Product_5491,740.69,752
5492,Product_5492,401.51,783
5493,Product_5493,987.3,781
5494,Product_5494,586.08,215
5495,Product_5495,48.36,909
5496,Product_5496,108.46,743
5497,Product_5497,153.32,482
5498,Product_5498,617.23,631
5499,Product_5499,749.62,179
5500,Product_5500,260.52,485
5501,Product_5501,33.38,369
5502,Product_5502,287.03,726
5503,Product_5503,867.67,815
5504,Product_5504,404.67,141
5505,Product_5505,597.73,344
5506,Product_5506,568.64,108
5507,Product_5507,67.36,877
5508,Product_5508,824.93,281
5509,Product_5509,391.71,526
5510,Product_5510,300.31,345
5511,Product_5511,105.37,452
5512,Product_5512,234.14,357
5513,Product_5513,422.12,531
5514,Product_5514,291.34,721
5515,Product_5515,952.27,660
5516,Product_5516,737.81,940
5517,Product_5517,972.1,757
5518,Product_5518,505.02,204
5519,Product_5519,815.08,3
5520,Product_5520,591.41,444
5521,Product_5521,268.32,498
5522,Product_5522,825.7,400
5523,Product_5523,375.75,510
5524,Product_5524,445.97,304
5525,Product_5525,225.67,144
5526,Product_5526,931.43,573
5527,Product_5527,641.16,491
5528,Product_5528,926.99,445
5529,Product_5529,733.9,411
5530,Product_5530,284.63,199
5531,Product_5531,511.7,138
5532,Product_5532,219.33,298
5533,Product_5533,128.93,725
5534,Product_5534,862.89,30
5535,Product_5535,11.54,312
5536,Product_5536,565.9,245
5537,Product_5537,273.64,954
5538,Product_5538,661.79,826
5539,Product_5539,172.77,754
5540,Product_5540,82.36,652
5541,Product_5541,516.21,834
5542,Product_5542,494.74,528
5543,Product_5543,930.25,406
5544,Product_5544,462.93,566
5545,Product_5545,218.05,809
5546,Product_5546,532.7,148
5547,Product_5547,268.12,152
5548,Product_5548,513.7,600
5549,Product_5549,838.63,499
5550,Product_5550,552.64,622
5551,Product_5551,555.89,412
5552,Product_5552,640.73,373
5553,Product_5553,632.89,114
5554,Product_5554,237.1,780
5555,Product_5555,88.32,63
5556,Product_5556,689.79,978
5557,Product_5557,599.31,86
5558,Product_5558,694.54,52
5559,Product_5559,747.14,599
5560,Product_5560,652.02,576
5561,Product_5561,460.28,871
5562,Product_5562,423.09,426
5563,Product_5563,949.54,372
5564,Product_5564,126.33,152
5565,Product_5565,298.7,460
5566,Product_5566,257.98,506
5567,Product_5567,520.82,544
5568,Product_5568,140.87,41
5569,Product_5569,760.21,95
5570,Product_5570,304.68,209
5571,Product_5571,244.1,175
5572,Product_5572,358.39,402
5573,Product_5573,186.63,431
5574,Product_5574,904.31,841
5575,Product_5575,360.77,89
5576,Product_5576,264.8,391
5577,Product_5577,461.34,270
5578,Product_5578,653.38,898
5579,Product_5579,154.1,879
5580,Product_5580,586.51,35
5581,Product_5581,993.02,141
5582,Product_5582,121.4,124
5583,Product_5583,741.16,943
5584,Product_5584,369.38,26
5585,Product_5585,434.73,145
5586,Product_5586,710.56,471
5587,Product_5587,865.11,926
5588,Product_5588,20.08,565
5589,Product_5589,480.2,712
5590,Product_5590,916.41,386
5591,Product_5591,453.26,197
5592,Product_5592,327.6,732
5593,Product_5593,324.1,129
5594,Product_5594,907.96,53
5595,Product_5595,841.42,283
5596,Product_5596,599.32,948
5597,Product_5597,164.89,119
5598,Product_5598,77.36,560
5599,Product_5599,270.62,733
5600,Product_5600,620.75,687
5601,Product_5601,508.01,422
5602,Product_5602,32.23,332
5603,Product_5603,618.57,335
5604,Product_5604,719.89,470
5605,Product_5605,997.44,420
5606,Product_5606,305.09,977
5607,Product_5607,40.99,406
5608,Product_5608,131.48,216
5609,Product_5609,493.76,220
5610,Product_5610,247.18,904
5611,Product_5611,224.76,8
5612,Product_5612,174.31,409
5613,Product_5613,558.41,858
5614,Product_5614,22.45,29
5615,Product_5615,12.35,975
5616,Product_5616,312.06,510
5617,Product_5617,387.94,378
5618,Product_5618,825.02,886
5619,Product_5619,841.52,29
5620,Product_5620,781.91,633
5621,Product_5621,63.32,752
5622,Product_5622,709.93,569
5623,Product_5623,242.04,204
5624,Product_5624,414.46,697
5625,Product_5625,961.32,885
5626,Product_5626,283.24,490
5627,Product_5627,785.09,65
5628,Product_5628,429.47,266
5629,Product_5629,518.72,538
5630,Product_5630,261.91,835
5631,Product_5631,538.45,750
5632,Product_5632,98.62,136
5633,Product_5633,381.94,347
5634,Product_5634,923.91,838
5635,Product_5635,752.52,935
5636,Product_5636,181.75,58
5637,Product_5637,71.6,117
5638,Product_5638,976.88,694
5639,Product_5639,169.79,131
5640,Product_5640,491.57,74
5641,Product_5641,917.15,785
5642,Product_5642,62.6,162
5643,Product_5643,753.9,35
5644,Product_5644,680.37,399
5645,Product_5645,173.63,893
5646,Product_5646,246.82,512
5647,Product_5647,429.75,868
5648,Product_5648,824.91,658
5649,Product_5649,387.2,284
5650,Product_5650,537.45,577
5651,Product_5651,808.55,879
5652,Product_5652,922.22,294
5653,Product_5653,407.61,919
5654,Product_5654,311.89,453
5655,Product_5655,353.26,804
5656,Product_5656,646.99,440
5657,Product_5657,839.02,280
5658,Product_5658,356.11,138
5659,Product_5659,660.44,558
5660,Product_5660,782.63,780
5661,Product_5661,598.42,693
5662,Product_5662,208.36,546
5663,Product_5663,80.24,632
5664,Product_5664,430.53,458
5665,Product_5665,538.86,42
5666,Product_5666,243.27,695
5667,Product_5667,552.48,665
5668,Product_5668,150.96,30
5669,Product_5669,179.76,45
5670,Product_5670,664.95,335
5671,Product_5671,383.61,532
5672,Product_5672,771.43,273
5673,Product_5673,167.89,49
5674,Product_5674,805,138
5675,Product_5675,920.65,653
5676,Product_5676,102.44,307
5677,Product_5677,572.21,233
5678,Product_5678,322.3,847
5679,Product_5679,820.42,916
5680,Product_5680,675.61,232
5681,Product_5681,788.33,877
5682,Product_5682,330.02,612
5683,Product_5683,773.6,954
5684,Product_5684,323.44,758
5685,Product_5685,248.54,988
5686,Product_5686,861.16,583
5687,Product_5687,767.93,373
5688,Product_5688,183.12,581
5689,Product_5689,34.8,826
5690,Product_5690,131.94,64
5691,Product_5691,608.24,159
5692,Product_5692,174.5,389
5693,Product_5693,717.78,602
5694,Product_5694,184.85,856
5695,Product_5695,374.24,288
5696,Product_5696,174.85,778
5697,Product_5697,414.89,489
5698,Product_5698,801.76,698
5699,Product_5699,914.51,907
5700,Product_5700,527.26,12
5701,Product_5701,756.44,534
5702,Product_5702,940.02,166
5703,Product_5703,383.28,800
5704,Product_5704,559.92,949
5705,Product_5705,90.87,353
5706,Product_5706,247.21,145
5707,Product_5707,893.78,806
5708,Product_5708,58.91,226
5709,Product_5709,317.24,78
5710,Product_5710,513.85,906
5711,Product_5711,845.51,134
5712,Product_5712,679.44,14
5713,Product_5713,651.26,155
5714,Product_5714,472.78,202
5715,Product_5715,450.73,994
5716,Product_5716,809.5,268
5717,Product_5717,934.93,915
5718,Product_5718,214.06,945
5719,Product_5719,736.03,644
5720,Product_5720,282.69,954
5721,Product_5721,966.15,519
5722,Product_5722,242.52,326
5723,Product_5723,317.69,582
5724,Product_5724,617.47,451
5725,Product_5725,335.3,658
5726,Product_5726,552.79,207
5727,Product_5727,577.48,426
5728,Product_5728,380.38,477
5729,Product_5729,209.44,202
5730,Product_5730,439.4,798
5731,Product_5731,288.2,655
5732,Product_5732,546.18,368
5733,Product_5733,457.45,668
5734,Product_5734,197.41,508
5735,Product_5735,748.8,321
5736,Product_5736,878.95,701
5737,Product_5737,751.32,64
5738,Product_5738,563.32,311
5739,Product_5739,858.18,231
5740,Product_5740,702.35,495
5741,Product_5741,650.03,314
5742,Product_5742,37.58,498
5743,Product_5743,262.14,147
5744,Product_5744,821.6,455
5745,Product_5745,654.91,690
5746,Product_5746,218.57,567
5747,Product_5747,105.72,92
5748,Product_5748,357.77,610
5749,Product_5749,413.2,953
5750,Product_5750,522.15,971
5751,Product_5751,323.84,530
5752,Product_5752,620.83,250
5753,Product_5753,263.73,33
5754,Product_5754,255.79,104
5755,Product_5755,817.36,174
5756,Product_5756,249.36,505
5757,Product_5757,278.32,0
5758,Product_5758,986.42,54
5759,Product_5759,648.58,796
5760,Product_5760,31.44,371
5761,Product_5761,170.01,887
5762,Product_5762,234.59,723
5763,Product_5763,332.79,872
5764,Product_5764,441.95,579
5765,Product_5765,843.94,764
5766,Product_5766,614.93,225
5767,Product_5767,587.6,316
