Id,CustomerID,ProductQuantities,OrderDate
ORD2894,CUS2994,P0047:32;P0235:19;P0512:5;P0755:5;P0616:31,2024-11-26T21:06:13.774517+07:07
ORD2895,CUS0822,P0487:29;P0644:1;P0559:13,2024-12-17T11:25:48.166369+07:07
ORD2896,CUS1631,P0185:39;P0912:11,2024-12-24T15:43:13.516000+07:07
ORD2897,CUS4631,P0848:49,2024-05-13T01:37:53.649618+07:07
ORD2898,CUS0145,P0933:17;P0185:24,2024-12-04T17:07:11.157352+07:07
ORD2899,CUS0834,P0021:29;P0226:43;P0631:49;P0300:25,2024-06-12T02:41:37.398976+07:07
ORD2900,CUS2634,P0670:31;P0147:6,2024-02-13T09:44:06.024316+07:07
ORD2901,CUS2584,P0322:46;P0393:45;P0121:45;P0272:14;P0680:6,2024-02-25T17:43:19.112883+07:07
ORD2902,CUS3955,P0590:11;P0824:23,2024-07-23T02:12:29.379192+07:07
ORD2903,CUS4778,P0976:17;P0074:17;P0420:10;P0066:46;P0464:23,2024-04-25T08:23:48.835440+07:07
ORD2904,CUS2198,P0785:40;P0880:15;P0249:15;P0238:3;P0001:31,2024-10-29T14:54:55.863783+07:07
ORD2905,CUS3314,P0572:7;P0402:15;P0076:3,2024-06-14T11:23:14.045106+07:07
ORD2906,CUS1209,P0523:4;P0738:41,2024-09-22T17:02:02.551152+07:07
ORD2907,CUS0765,P0380:15;P0843:27;P0234:4;P0490:26,2024-12-15T13:09:42.709244+07:07
ORD2908,CUS0993,P0824:22;P0007:7;P0342:16;P0330:9,2024-11-30T13:45:18.293263+07:07
ORD2909,CUS2403,P0360:9;P0502:45;P0063:31;P0260:27;P0751:1,2024-09-15T01:49:47.052860+07:07
ORD2910,CUS3871,P0455:29,2024-08-21T23:43:42.819316+07:07
ORD2911,CUS2175,P0701:20;P0121:32,2024-05-15T10:06:08.770011+07:07
ORD2912,CUS1082,P0439:43;P0157:35,2024-11-26T09:23:24.396270+07:07
ORD2913,CUS1376,P0696:47;P0768:35;P0714:41;P0214:24;P0094:46,2024-01-08T19:24:37.957780+07:07
ORD2914,CUS2133,P0216:35;P0497:16;P0277:23;P0573:50,2024-12-18T01:16:13.355485+07:07
ORD2915,CUS2479,P0786:23;P0171:24;P0768:32;P0005:37;P0298:44,2024-08-12T07:50:42.965320+07:07
ORD2916,CUS0928,P0814:30;P0561:40,2024-07-26T19:43:26.656039+07:07
ORD2917,CUS3664,P0085:25,2024-01-01T04:59:20.959490+07:07
ORD2918,CUS4220,P0300:12;P0118:22,2024-10-13T20:55:36.574184+07:07
ORD2919,CUS0823,P0989:41;P0347:42;P0830:38;P0165:22,2024-01-08T20:51:37.202755+07:07
ORD2920,CUS4049,P0742:4;P0458:12;P0072:22;P0343:21;P0815:16,2024-11-22T16:39:38.560282+07:07
ORD2921,CUS0305,P0939:34;P0425:19;P0446:16;P0804:14,2024-09-16T03:34:22.391882+07:07
ORD2922,CUS0833,P0700:16;P0971:21,2024-12-30T16:43:27.505098+07:07
ORD2923,CUS4052,P0168:19;P0547:41;P0790:2;P0483:32;P0730:9,2024-02-28T17:07:31.193145+07:07
ORD2924,CUS4203,P0883:10;P0890:30;P0875:33;P0910:37,2024-12-27T02:53:56.337686+07:07
ORD2925,CUS3469,P0034:13,2024-07-31T07:22:05.849094+07:07
ORD2926,CUS2955,P0648:20,2024-11-14T14:31:08.570330+07:07
ORD2927,CUS0002,P0649:49;P0597:6,2024-12-08T06:43:42.281023+07:07
ORD2928,CUS3708,P0019:32,2024-01-14T18:57:23.329078+07:07
ORD2929,CUS4954,P0907:41,2024-08-14T20:29:26.037897+07:07
ORD2930,CUS3916,P0609:8;P0036:9;P0064:26;P0744:15,2024-04-13T16:02:36.258731+07:07
ORD2931,CUS3098,P0826:8,2024-03-15T05:32:57.258956+07:07
ORD2932,CUS4568,P0073:29;P0656:6;P0147:17;P0834:41;P0270:31,2024-03-25T03:17:47.536489+07:07
ORD2933,CUS3202,P0634:29;P0931:8;P0752:5,2024-04-19T09:07:48.931476+07:07
ORD2934,CUS3803,P0985:28;P0696:12,2024-01-14T04:33:30.980660+07:07
ORD2935,CUS3821,P0389:40;P0923:43;P0518:26;P0763:5,2024-03-21T07:06:17.452942+07:07
ORD2936,CUS0312,P0674:20,2024-10-17T09:01:58.717003+07:07
ORD2937,CUS4845,P0108:40;P0083:17;P0986:44;P0962:12,2024-03-02T12:44:51.162795+07:07
ORD2938,CUS3835,P0445:43;P0007:47;P0536:17;P0416:12,2024-08-23T17:36:36.992444+07:07
ORD2939,CUS4352,P0471:45;P0234:3;P0761:47;P0462:4;P0020:10,2024-06-25T21:32:58.950455+07:07
ORD2940,CUS3372,P0412:31;P0662:14;P0762:35;P0517:11,2024-02-02T09:45:06.929179+07:07
ORD2941,CUS0514,P0324:26;P0546:4;P0350:8;P0596:41;P0947:27,2024-08-11T01:11:06.033157+07:07
ORD2942,CUS3702,P0974:48;P0900:7;P0286:31,2024-10-16T00:14:31.824006+07:07
ORD2943,CUS2043,P0902:12;P0127:25;P0607:9;P0254:28,2024-06-24T11:47:27.013039+07:07
ORD2944,CUS2547,P0809:35;P0190:41;P0645:34;P0324:43;P0297:48,2024-04-24T00:41:13.679546+07:07
ORD2945,CUS1147,P0450:36;P0010:6,2024-05-26T12:05:28.939098+07:07
ORD2946,CUS3933,P0290:11;P0980:45,2024-01-28T18:01:19.378416+07:07
ORD2947,CUS4124,P0499:24;P0001:20;P0519:8;P0822:1;P0958:43,2024-02-21T02:13:32.943849+07:07
ORD2948,CUS3591,P0380:25;P0562:32;P0759:21,2024-10-06T02:38:19.090880+07:07
ORD2949,CUS3098,P0957:38;P0633:40,2024-12-18T11:11:54.654570+07:07
ORD2950,CUS2143,P0334:13,2024-11-05T12:53:19.579858+07:07
ORD2951,CUS3805,P0743:42,2024-12-28T13:08:49.338711+07:07
ORD2952,CUS3764,P0226:13;P0861:24;P0624:7;P0500:13;P0969:26,2024-08-03T11:25:08.964216+07:07
ORD2953,CUS4972,P0613:17;P0782:16;P0847:33;P0239:4,2024-03-12T09:37:22.223226+07:07
ORD2954,CUS3977,P0212:18;P0334:29,2024-07-10T00:17:21.273094+07:07
ORD2955,CUS4314,P0623:17;P0210:1;P0677:22,2024-11-13T13:34:35.857371+07:07
ORD2956,CUS1087,P0426:34;P0280:8;P0614:30;P0389:24;P0274:15,2024-07-20T00:08:34.851457+07:07
ORD2957,CUS1314,P0696:45,2024-11-20T05:03:55.949481+07:07
ORD2958,CUS3262,P0344:30;P0284:41,2024-02-01T21:45:12.204213+07:07
ORD2959,CUS4752,P0716:22;P0306:50;P0488:38,2024-12-26T19:35:32.760300+07:07
ORD2960,CUS1770,P0756:5;P0491:6;P0067:20;P0945:40,2024-03-20T12:19:33.855467+07:07
ORD2961,CUS0982,P0600:33;P0457:43;P0264:5;P0105:6;P0539:33,2024-01-21T18:11:14.141092+07:07
ORD2962,CUS0433,P0367:20;P0694:19;P0493:45;P0945:11;P0270:46,2024-07-31T02:07:29.981259+07:07
ORD2963,CUS4780,P0268:12;P0806:21;P0512:38,2024-07-03T11:29:46.055598+07:07
ORD2964,CUS1983,P0582:5;P0817:11;P0375:4;P0039:24,2024-06-21T17:05:19.838932+07:07
ORD2965,CUS3867,P0396:14;P0584:1,2024-08-05T03:25:29.199384+07:07
ORD2966,CUS2901,P0430:37;P0258:8;P0382:16,2024-07-06T02:19:02.913252+07:07
ORD2967,CUS2762,P0793:25;P0808:13;P0929:3;P0860:36;P0196:1,2024-01-20T14:56:37.538372+07:07
ORD2968,CUS0178,P0259:1,2024-07-19T03:19:05.946800+07:07
ORD2969,CUS2216,P0615:26;P0904:17;P0747:45;P0878:8;P0897:40,2024-01-22T22:23:00.765581+07:07
ORD2970,CUS3085,P0686:35,2024-01-11T22:23:26.224918+07:07
ORD2971,CUS2583,P0281:24;P0298:47;P0628:36;P0670:26;P0410:47,2024-05-30T22:37:24.969289+07:07
ORD2972,CUS4505,P0524:34;P0488:28;P0793:35;P0387:10,2024-02-26T01:45:13.242407+07:07
ORD2973,CUS3531,P0433:40,2024-04-04T06:30:07.755940+07:07
ORD2974,CUS2457,P0690:16;P0123:22,2024-01-20T17:29:50.435654+07:07
ORD2975,CUS2970,P0602:28;P0494:18;P0044:22;P0637:43,2024-09-15T06:53:21.994408+07:07
ORD2976,CUS1503,P0341:9;P0418:17;P0488:19;P0407:18;P0993:41,2024-11-22T21:45:52.197155+07:07
ORD2977,CUS2753,P0048:36,2024-04-16T10:29:48.483783+07:07
ORD2978,CUS4782,P0605:23;P0418:8;P0795:27;P0501:44;P0515:29,2024-12-01T19:15:05.063622+07:07
ORD2979,CUS3455,P0396:27,2024-02-08T08:32:00.294042+07:07
ORD2980,CUS1075,P0822:27;P0442:18;P0077:50;P0783:20;P0712:16,2024-01-10T00:01:18.221960+07:07
ORD2981,CUS4197,P0728:2;P0710:14;P0055:16,2024-12-29T21:26:23.698848+07:07
ORD2982,CUS1551,P0919:2;P0217:24,2024-06-15T18:04:26.662070+07:07
ORD2983,CUS1631,P0473:23,2024-03-11T13:53:09.975753+07:07
ORD2984,CUS1243,P0435:16;P0865:33;P0230:46;P0170:8,2024-12-07T15:41:25.692385+07:07
ORD2985,CUS4294,P0636:20;P0420:42,2024-08-01T13:00:37.221392+07:07
ORD2986,CUS3287,P0594:48,2024-11-07T10:36:44.885990+07:07
ORD2987,CUS0883,P0065:30;P0825:10;P0560:10;P0732:13,2024-10-15T11:10:13.827675+07:07
ORD2988,CUS1064,P0013:22;P0334:28;P0300:40;P0406:2;P0907:27,2024-08-05T22:35:09.057040+07:07
ORD2989,CUS2533,P0894:30;P0683:34;P0447:20,2024-12-29T08:20:24.309926+07:07
ORD2990,CUS2024,P0463:29;P0079:33;P0363:33,2024-06-12T08:29:43.649068+07:07
ORD2991,CUS3626,P0427:36;P0384:10,2024-08-25T09:11:44.294942+07:07
ORD2992,CUS4471,P0102:7;P0327:3,2024-07-31T09:27:54.755753+07:07
ORD2993,CUS3793,P0815:10,2024-10-06T05:40:55.041485+07:07
ORD2994,CUS0754,P0792:38;P0777:10,2024-10-19T19:29:56.081822+07:07
ORD2995,CUS1451,P0254:50;P0020:35;P0317:17,2024-06-19T06:36:57.502816+07:07
ORD2996,CUS0773,P0403:11;P0081:32,2024-11-04T22:06:33.833077+07:07
ORD2997,CUS1569,P0644:41;P0973:38;P0032:36,2024-11-14T16:12:16.555148+07:07
ORD2998,CUS2341,P0385:3,2024-09-11T00:35:12.686275+07:07
ORD2999,CUS2166,P0098:5;P0843:2,2024-05-12T17:38:20.224735+07:07
ORD3000,CUS2873,P0004:27;P0922:38;P0569:35,2024-06-30T10:12:41.547832+07:07
ORD3001,CUS0818,P0989:17;P0860:39,2024-11-04T03:22:47.842651+07:07
ORD3002,CUS0178,P0214:20,2024-01-01T22:44:58.131552+07:07
ORD3003,CUS1346,P0433:37;P0564:9;P0638:11;P0175:49;P0844:30,2024-05-21T10:47:44.536864+07:07
ORD3004,CUS3221,P0759:23,2024-04-08T16:58:39.976308+07:07
ORD3005,CUS3349,P0727:32;P0476:23,2024-06-17T14:38:29.049855+07:07
ORD3006,CUS2058,P0570:9;P0799:3,2024-07-27T11:01:26.935925+07:07
ORD3007,CUS2476,P0012:29,2024-01-26T19:46:42.215874+07:07
ORD3008,CUS4429,P0141:8;P0168:42;P0026:16,2024-08-22T09:20:54.929906+07:07
ORD3009,CUS0445,P0645:26;P0396:34;P0691:14;P0181:35,2024-11-04T16:24:04.258263+07:07
ORD3010,CUS1251,P0234:39;P0511:18,2024-12-08T20:23:02.661288+07:07
ORD3011,CUS0412,P0773:25;P0332:44;P0155:50,2024-11-28T07:53:55.481113+07:07
ORD3012,CUS3252,P0922:3;P0440:17;P0548:43;P0723:48;P0596:16,2024-08-30T17:38:28.626146+07:07
ORD3013,CUS0895,P0980:28,2024-04-23T14:01:21.871429+07:07
ORD3014,CUS3700,P0681:43;P0937:6;P0540:15;P0912:16;P0882:46,2024-04-24T16:53:36.666395+07:07
ORD3015,CUS4029,P0748:28;P0502:43;P0905:2;P0576:41,2024-09-25T05:40:02.738453+07:07
ORD3016,CUS1002,P0576:20;P0586:49;P0248:13;P0262:25,2024-11-28T12:06:07.992042+07:07
ORD3017,CUS1247,P0371:2;P0256:9;P0328:38,2024-03-10T12:28:56.316457+07:07
ORD3018,CUS0115,P0522:20,2024-07-30T11:12:40.493563+07:07
ORD3019,CUS3101,P0565:38,2024-01-24T17:48:22.934847+07:07
ORD3020,CUS2546,P0301:10;P0875:9,2024-12-27T14:30:25.258587+07:07
ORD3021,CUS3070,P0175:36;P0470:34;P0121:34;P0854:49,2024-09-18T16:10:55.181876+07:07
ORD3022,CUS0759,P0296:31;P0054:13;P0966:13,2024-08-11T04:47:48.696441+07:07
ORD3023,CUS1057,P0203:42;P0340:45;P0719:23;P0063:37,2024-12-06T16:16:56.561355+07:07
ORD3024,CUS3010,P0995:14;P0287:6,2024-10-07T17:27:39.907637+07:07
ORD3025,CUS3607,P0695:2;P0007:49,2024-05-06T04:50:01.850297+07:07
ORD3026,CUS1000,P0012:3;P0339:24;P0854:36,2024-04-19T16:37:54.391627+07:07
ORD3027,CUS1758,P0287:24;P0148:44;P0115:13;P0654:26,2024-06-12T01:33:54.946307+07:07
ORD3028,CUS0772,P0510:9,2024-02-13T19:46:46.273704+07:07
ORD3029,CUS0089,P0946:44;P0988:20,2024-08-27T06:45:33.015215+07:07
ORD3030,CUS1745,P0473:45;P0263:39,2024-01-05T21:18:04.282440+07:07
ORD3031,CUS0621,P0495:14;P0222:45;P0937:13;P0524:14,2024-07-02T17:13:52.531812+07:07
ORD3032,CUS2821,P0529:4;P0439:30;P0633:31;P0116:9;P0823:1,2024-01-04T01:34:50.350271+07:07
ORD3033,CUS1801,P0944:8;P0138:41,2024-02-22T05:43:55.712006+07:07
ORD3034,CUS2945,P0691:11,2024-02-11T10:35:32.997348+07:07
ORD3035,CUS3274,P0949:6;P0451:27;P0685:37;P0080:29;P0662:41,2024-04-01T00:34:48.285749+07:07
ORD3036,CUS2735,P0208:4,2024-03-25T16:14:51.421505+07:07
ORD3037,CUS0285,P0922:42;P0833:11;P0515:9,2024-09-23T10:06:36.029151+07:07
ORD3038,CUS1570,P0587:25,2024-11-13T01:56:59.259003+07:07
ORD3039,CUS3046,P0540:3;P0389:37;P0424:19;P0063:9,2024-07-25T16:57:07.527952+07:07
ORD3040,CUS3031,P0350:28;P0242:16;P0169:41,2024-02-02T23:41:25.273764+07:07
ORD3041,CUS3636,P0588:33;P0887:13;P0013:38;P0096:6;P0702:33,2024-09-06T08:47:25.365088+07:07
ORD3042,CUS4736,P0961:34;P0497:31;P0317:20,2024-09-03T12:14:57.964363+07:07
ORD3043,CUS2502,P0580:26,2024-01-18T20:43:37.368952+07:07
ORD3044,CUS3391,P0142:22,2024-11-13T14:52:00.943997+07:07
ORD3045,CUS1376,P0419:15;P0682:45,2024-04-15T09:40:36.101188+07:07
ORD3046,CUS1934,P0485:22;P0271:15;P0330:23;P0490:36,2024-11-28T09:24:03.169887+07:07
ORD3047,CUS0594,P0723:29;P0602:27,2024-05-17T08:14:42.631260+07:07
ORD3048,CUS4655,P0184:15;P0661:15;P0879:46;P0152:18;P0742:28,2024-03-14T00:02:38.908739+07:07
ORD3049,CUS0359,P0046:50;P0658:48;P0824:22,2024-07-22T02:58:35.543952+07:07
ORD3050,CUS3693,P0700:39;P0912:20,2024-02-06T22:42:07.433560+07:07
ORD3051,CUS2360,P0592:29;P0576:44;P0498:25;P0468:39;P0163:44,2024-03-23T05:45:02.078581+07:07
ORD3052,CUS0072,P0800:8;P0151:14,2024-02-14T01:18:30.816731+07:07
ORD3053,CUS2644,P0186:20;P0098:48;P0232:27;P0410:27;P0794:24,2024-03-23T11:03:53.644315+07:07
ORD3054,CUS4581,P0973:11;P0195:47;P0145:6,2024-05-19T20:44:24.572863+07:07
ORD3055,CUS4842,P0377:48;P0832:17;P0218:14,2024-05-05T00:15:16.996293+07:07
ORD3056,CUS1908,P0833:3;P0504:36;P0269:35,2024-08-04T19:03:54.085131+07:07
ORD3057,CUS3289,P0672:20,2024-06-21T16:49:38.248129+07:07
ORD3058,CUS4092,P0334:19;P0424:26;P0764:18;P0362:3;P0784:26,2024-11-12T06:43:26.951557+07:07
ORD3059,CUS4497,P0757:20;P0709:4;P0636:31;P0517:11,2024-01-30T13:35:55.471763+07:07
ORD3060,CUS3309,P0907:37;P0446:20;P0471:32,2024-06-20T15:07:09.642051+07:07
ORD3061,CUS4277,P0122:11;P0608:45;P0083:44;P0267:18;P0047:13,2024-07-10T11:50:14.012655+07:07
ORD3062,CUS1290,P0706:14;P0718:46;P0397:17;P0864:16;P0257:16,2024-07-15T17:31:02.576106+07:07
ORD3063,CUS2859,P0312:12;P0196:28;P0336:37,2024-07-29T08:42:39.078191+07:07
ORD3064,CUS3314,P0483:32,2024-06-04T12:56:20.127135+07:07
ORD3065,CUS3148,P0841:13;P0906:13;P0966:42,2024-07-18T11:14:21.983032+07:07
ORD3066,CUS0576,P0523:32;P0514:7,2024-03-31T21:01:29.054395+07:07
ORD3067,CUS1505,P0619:45;P0987:42;P0744:19;P0824:42;P0224:48,2024-10-29T21:39:15.601738+07:07
ORD3068,CUS0876,P0327:33;P0191:39;P0790:1;P0202:21;P0112:49,2024-08-06T17:29:26.722583+07:07
ORD3069,CUS1634,P0936:9;P0289:29;P0715:9,2024-02-05T07:57:57.698099+07:07
ORD3070,CUS1560,P0839:32;P0103:18;P0284:22;P0680:20;P0849:18,2024-07-04T16:07:59.449010+07:07
ORD3071,CUS3897,P0889:30;P0920:11;P0928:39;P0513:43,2024-05-01T02:44:22.157370+07:07
ORD3072,CUS3994,P0881:40;P0719:15;P0641:33;P0424:37,2024-02-09T16:42:49.529606+07:07
ORD3073,CUS1289,P0546:47;P0219:4,2024-02-17T08:29:56.569585+07:07
ORD3074,CUS4418,P0871:17;P0008:48,2024-08-07T09:34:18.474182+07:07
ORD3075,CUS4610,P0770:49;P0708:11,2024-10-09T19:55:30.053186+07:07
ORD3076,CUS3762,P0828:27,2024-03-22T21:40:31.189028+07:07
ORD3077,CUS1466,P0997:25;P0047:48;P0702:31,2024-07-03T14:02:11.542803+07:07
ORD3078,CUS0500,P0571:23,2024-09-21T08:31:17.199087+07:07
ORD3079,CUS4434,P0606:45,2024-05-27T22:29:28.166721+07:07
ORD3080,CUS2683,P0220:27;P0754:10;P0348:3,2024-06-26T16:08:23.367017+07:07
ORD3081,CUS4972,P0138:29,2024-01-25T20:05:25.774885+07:07
ORD3082,CUS0168,P0531:14;P0137:21;P0298:40;P0486:7,2024-05-23T06:05:30.690129+07:07
ORD3083,CUS4305,P0069:2;P0143:24;P0086:47,2024-11-14T21:09:35.789389+07:07
ORD3084,CUS3287,P0715:25;P0786:21;P0914:34,2024-05-06T21:59:04.365504+07:07
ORD3085,CUS0860,P0937:1;P0811:17;P0359:45;P0138:8,2024-12-12T07:34:30.096130+07:07
ORD3086,CUS3393,P0602:34;P0286:40,2024-02-12T23:41:07.566484+07:07
ORD3087,CUS1371,P0321:39;P0948:9;P0576:3;P0859:41,2024-06-05T02:59:56.321348+07:07
ORD3088,CUS3791,P0529:9;P0394:26;P0702:39,2024-09-10T07:13:25.777075+07:07
ORD3089,CUS1587,P0072:22;P0517:35;P0167:9;P0865:30,2024-01-18T01:18:56.916317+07:07
ORD3090,CUS4972,P0128:19;P0827:6;P0558:18,2024-04-13T19:58:20.442795+07:07
ORD3091,CUS0711,P0692:17;P0980:48;P0418:25;P0821:42,2024-07-20T03:32:47.880877+07:07
ORD3092,CUS2832,P0398:13,2024-01-24T03:17:01.173508+07:07
ORD3093,CUS2978,P0122:24;P0580:26;P0474:23,2024-05-14T09:53:29.253051+07:07
ORD3094,CUS4556,P0709:37;P0663:40,2024-03-18T21:31:34.987586+07:07
ORD3095,CUS2223,P0629:33;P0455:10;P0409:40,2024-01-21T18:51:23.801952+07:07
ORD3096,CUS3250,P0737:25;P0432:18;P0316:13,2024-04-12T21:44:11.364209+07:07
ORD3097,CUS4052,P0361:47;P0333:4;P0125:34;P0166:9,2024-10-22T06:42:53.454208+07:07
ORD3098,CUS0234,P0082:30;P0405:49;P0813:21;P0382:21,2024-06-27T23:18:30.677197+07:07
ORD3099,CUS4140,P0593:21;P0471:40;P0502:30;P0651:8,2024-03-24T08:12:29.688068+07:07
ORD3100,CUS0626,P0160:12,2024-12-16T19:01:26.388994+07:07
ORD3101,CUS1090,P0018:2,2024-01-07T12:03:35.827347+07:07
ORD3102,CUS0892,P0491:11,2024-08-28T21:09:54.724881+07:07
ORD3103,CUS4427,P0656:49,2024-10-02T15:49:35.604781+07:07
ORD3104,CUS4954,P0134:13,2024-01-01T03:25:35.777942+07:07
ORD3105,CUS4273,P0568:3;P0011:44;P0012:29;P0943:5,2024-04-20T20:26:53.164224+07:07
ORD3106,CUS4887,P0217:41;P0364:21;P0763:3,2024-11-08T16:02:30.782540+07:07
ORD3107,CUS4727,P0260:39;P0824:27,2024-12-02T00:13:24.203708+07:07
ORD3108,CUS2034,P0646:36;P0847:45;P0130:19;P0277:31;P0910:46,2024-09-07T01:53:43.620658+07:07
ORD3109,CUS2219,P0441:40;P0051:42;P0989:7;P0197:17,2024-10-11T00:49:34.951861+07:07
ORD3110,CUS1115,P0292:18;P0905:35;P0771:18;P0336:18;P0948:25,2024-12-01T12:44:20.299756+07:07
ORD3111,CUS4948,P0522:6;P0129:27;P0203:8;P0892:34;P0146:2,2024-05-06T02:06:52.553995+07:07
ORD3112,CUS0446,P0579:49;P0945:35,2024-03-03T21:41:08.360778+07:07
ORD3113,CUS4771,P0138:30;P0150:37,2024-04-05T06:32:23.806718+07:07
ORD3114,CUS2418,P0651:11;P0460:18;P0481:38,2024-01-20T04:03:14.665791+07:07
ORD3115,CUS1710,P0783:32;P0698:40;P0992:1,2024-09-16T02:59:24.253913+07:07
ORD3116,CUS4903,P0662:28;P0889:30;P0530:21;P0176:5,2024-04-22T10:25:05.040384+07:07
ORD3117,CUS1187,P0759:16,2024-07-17T03:43:50.507029+07:07
ORD3118,CUS2618,P0450:12;P0174:50;P0105:43,2024-05-06T00:18:26.054769+07:07
ORD3119,CUS1900,P0468:16;P0319:20;P0917:27;P0188:21,2024-09-15T03:55:41.184841+07:07
ORD3120,CUS1901,P0843:41;P0732:47;P0435:15;P0223:9;P0184:45,2024-12-09T06:07:14.796004+07:07
ORD3121,CUS2346,P0819:14;P0572:19;P0613:10;P0074:14,2024-01-02T17:35:45.547597+07:07
ORD3122,CUS3515,P0208:24,2024-07-01T19:45:22.685123+07:07
ORD3123,CUS4616,P0178:25;P0663:49;P0021:49;P0195:12,2024-11-15T20:59:00.557934+07:07
ORD3124,CUS0862,P0273:30;P0544:48,2024-02-17T12:44:07.657783+07:07
ORD3125,CUS2554,P0594:47;P0678:18;P0974:21;P0357:42;P0518:33,2024-02-22T01:20:58.258688+07:07
ORD3126,CUS2592,P0191:12;P0650:8;P0991:3;P0203:17,2024-06-13T20:12:16.215233+07:07
ORD3127,CUS0361,P0575:12;P0527:1;P0145:18;P0248:3,2024-04-06T17:26:09.107165+07:07
ORD3128,CUS1861,P0570:6,2024-04-06T00:29:44.289011+07:07
ORD3129,CUS0657,P0332:39;P0254:29;P0842:19;P0306:5;P0819:18,2024-09-25T11:54:21.232424+07:07
ORD3130,CUS0716,P0569:35,2024-04-28T21:02:24.375976+07:07
ORD3131,CUS4750,P0895:16;P0908:18;P0444:37,2024-10-27T15:49:02.352084+07:07
ORD3132,CUS3229,P0111:9;P0689:30,2024-06-15T10:50:54.625291+07:07
ORD3133,CUS3741,P0019:10;P0552:47;P0137:21,2024-03-29T19:58:56.567308+07:07
ORD3134,CUS2919,P0683:3;P0860:25;P0364:30;P0585:10;P0366:13,2024-04-02T00:44:12.284672+07:07
ORD3135,CUS2681,P0542:11;P0652:44;P0617:24;P0356:43;P0130:21,2024-01-02T03:56:43.830194+07:07
ORD3136,CUS0030,P0932:9,2024-03-24T17:33:25.643946+07:07
ORD3137,CUS4925,P0339:37;P0993:22,2024-10-22T15:06:10.488001+07:07
ORD3138,CUS4537,P0784:33;P0913:44;P0823:21,2024-07-03T08:58:44.052808+07:07
ORD3139,CUS0437,P0982:46,2024-06-23T09:34:05.113802+07:07
ORD3140,CUS0793,P0870:38,2024-10-25T07:13:46.940764+07:07
ORD3141,CUS2603,P0879:3;P0373:1;P0250:34;P0566:7,2024-06-23T06:16:09.212660+07:07
ORD3142,CUS4832,P0492:10;P0675:30;P0105:26,2024-12-09T02:19:51.527708+07:07
ORD3143,CUS0822,P0542:23,2024-08-02T07:52:51.897837+07:07
ORD3144,CUS4903,P0106:18;P0389:22,2024-03-14T13:49:31.540768+07:07
ORD3145,CUS1062,P0415:6;P0960:7;P0934:40;P0573:14,2024-08-07T17:12:20.416282+07:07
ORD3146,CUS2202,P0139:50;P0452:10,2024-02-15T18:36:30.492406+07:07
ORD3147,CUS3523,P0355:46;P0140:38;P0119:21;P0807:25,2024-10-20T16:48:22.407461+07:07
ORD3148,CUS4793,P0790:21;P0813:3;P0791:37;P0743:18,2024-11-21T12:24:55.352809+07:07
ORD3149,CUS4520,P0765:41;P0090:46;P0791:8;P0339:15,2024-08-30T14:04:02.520129+07:07
ORD3150,CUS2103,P0568:20;P0213:34;P0301:28,2024-08-29T19:29:08.093224+07:07
ORD3151,CUS1882,P0097:15,2024-11-23T22:48:25.853968+07:07
ORD3152,CUS4840,P0139:3;P0778:44;P0666:15;P0229:38;P0877:47,2024-05-22T14:48:18.288265+07:07
ORD3153,CUS2736,P0091:24;P0462:18;P0873:41;P0993:27;P0364:44,2024-09-03T07:58:04.765788+07:07
ORD3154,CUS4809,P0107:39,2024-12-21T06:13:33.575881+07:07
ORD3155,CUS2365,P0757:11;P0258:15;P0169:35;P0215:4,2024-03-13T04:38:30.309060+07:07
ORD3156,CUS1242,P0411:47;P0687:4;P0627:22;P0261:8,2024-07-14T22:36:37.510461+07:07
ORD3157,CUS4490,P0523:16;P0706:13;P0029:33,2024-06-15T02:02:51.701849+07:07
ORD3158,CUS3470,P0722:26;P0908:7,2024-04-30T03:39:53.513638+07:07
ORD3159,CUS2535,P0278:33;P0771:6,2024-11-18T20:54:50.679531+07:07
ORD3160,CUS1285,P0436:49;P0781:3,2024-10-28T15:50:34.182891+07:07
ORD3161,CUS1542,P0340:10;P0693:20;P0282:22,2024-05-12T09:19:04.520733+07:07
ORD3162,CUS1194,P0043:25;P0741:39;P0793:9,2024-08-16T17:39:49.980357+07:07
ORD3163,CUS0004,P0944:46,2024-05-07T17:02:49.165472+07:07
ORD3164,CUS4064,P0535:37;P0930:26,2024-05-22T23:25:24.241658+07:07
ORD3165,CUS4385,P0876:44,2024-10-11T06:44:12.163312+07:07
ORD3166,CUS1423,P0787:12;P0050:16;P0185:18;P0484:25;P0848:30,2024-06-04T19:05:57.831056+07:07
ORD3167,CUS2276,P0037:27,2024-03-06T21:38:52.701693+07:07
ORD3168,CUS3295,P0722:44;P0870:49;P0805:4,2024-07-10T17:56:42.012001+07:07
ORD3169,CUS2065,P0784:7;P0385:48;P0600:30;P0971:25,2024-09-09T03:20:33.875309+07:07
ORD3170,CUS0907,P0978:46,2024-01-10T23:29:43.354441+07:07
ORD3171,CUS1035,P0585:28,2024-12-03T05:23:43.083836+07:07
ORD3172,CUS0988,P0141:8,2024-02-26T18:42:50.593196+07:07
ORD3173,CUS0483,P0297:25,2024-10-16T20:04:01.964868+07:07
ORD3174,CUS0773,P0237:49;P0770:49;P0821:21,2024-07-26T06:11:14.688195+07:07
ORD3175,CUS4310,P0832:31,2024-10-08T07:13:07.778527+07:07
